"ID","Name","Station","Latitude","Longitude","Elevation","Depth","Avg_Depth","Beginning_Year","Ending_Year","Missing_Years","Percentage_Missing_Values","Number_of_Full_Years","Filename"
399,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.05-0.05",0.05,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm"
400,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.05-0.05",0.05,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm"
401,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.1-0.1",0.1,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm"
402,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.1-0.1",0.1,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm"
403,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.15-0.15",0.15,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm"
404,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.15-0.15",0.15,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm"
405,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.25-0.25",0.25,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm"
406,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.25-0.25",0.25,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm"
407,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.5-0.5",0.5,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm"
408,"Wimpole","COSMOS-UK",52.13219,-0.04441,30,"0.5-0.5",0.5,2019,2023,NA,0,5,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Wimpole/COSMOS-UK_COSMOS-UK_Wimpole_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm"
409,"Writtle","COSMOS-UK",51.734,0.4179,44,"0-0.3",0.15,2017,2022,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm"
410,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.05-0.05",0.05,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm"
411,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.05-0.05",0.05,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm"
412,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.1-0.1",0.1,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm"
413,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.1-0.1",0.1,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm"
414,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.15-0.15",0.15,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm"
415,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.15-0.15",0.15,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm"
416,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.25-0.25",0.25,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm"
417,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.25-0.25",0.25,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm"
418,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.5-0.5",0.5,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm"
419,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.5-0.5",0.5,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm"
420,"WythamWoods","COSMOS-UK",51.77728,-1.33846,109,"0-0.3",0.15,2013,2015,NA,0,3,"/home/xosto002/Beachelor_thesis/COSMOS-UK/WythamWoods/COSMOS-UK_COSMOS-UK_WythamWoods_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm"
421,"WythamWoods","COSMOS-UK",51.77728,-1.33846,109,"0.1-0.1",0.1,2013,2016,NA,0,4,"/home/xosto002/Beachelor_thesis/COSMOS-UK/WythamWoods/COSMOS-UK_COSMOS-UK_WythamWoods_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm"
422,"WythamWoods","COSMOS-UK",51.77728,-1.33846,109,"0.1-0.1",0.1,2013,2016,NA,0,4,"/home/xosto002/Beachelor_thesis/COSMOS-UK/WythamWoods/COSMOS-UK_COSMOS-UK_WythamWoods_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm"
423,"SAA111","FMI",68.33019,27.55062,441,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SAA111/FMI_FMI_SAA111_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
424,"SAA111","FMI",68.33019,27.55062,441,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SAA111/FMI_FMI_SAA111_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
425,"SAA111","FMI",68.33019,27.55062,441,"0.2-0.2",0.2,2012,2014,NA,0,3,"/home/xosto002/Beachelor_thesis/FMI/SAA111/FMI_FMI_SAA111_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
426,"SAA111","FMI",68.33019,27.55062,441,"0.4-0.4",0.4,2012,2023,NA,0,12,"/home/xosto002/Beachelor_thesis/FMI/SAA111/FMI_FMI_SAA111_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
427,"SAA111","FMI",68.33019,27.55062,441,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SAA111/FMI_FMI_SAA111_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
428,"SAA112","FMI",68.33025,27.55076,441,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SAA112/FMI_FMI_SAA112_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
429,"SAA112","FMI",68.33025,27.55076,441,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SAA112/FMI_FMI_SAA112_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
430,"SAA120","FMI",68.33881,27.53543,381,"0.05-0.05",0.05,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.050000_0.050000_5TE-A_19500101_20241016.stm"
431,"SAA120","FMI",68.33881,27.53543,381,"0.05-0.05",0.05,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.050000_0.050000_5TE-B_19500101_20241016.stm"
432,"SAA120","FMI",68.33881,27.53543,381,"0.1-0.1",0.1,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.100000_0.100000_5TE-A_19500101_20241016.stm"
433,"SAA120","FMI",68.33881,27.53543,381,"0.1-0.1",0.1,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.100000_0.100000_5TE-B_19500101_20241016.stm"
434,"SAA120","FMI",68.33881,27.53543,381,"0.2-0.2",0.2,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.200000_0.200000_5TE-A_19500101_20241016.stm"
435,"SAA120","FMI",68.33881,27.53543,381,"0.4-0.4",0.4,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.400000_0.400000_5TE-A_19500101_20241016.stm"
436,"SAA120","FMI",68.33881,27.53543,381,"0.6-0.6",0.6,2014,2019,NA,0,6,"/home/xosto002/Beachelor_thesis/FMI/SAA120/FMI_FMI_SAA120_sm_0.600000_0.600000_5TE-A_19500101_20241016.stm"
437,"SOD011","FMI",67.36187,26.63378,179,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD011/FMI_FMI_SOD011_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
438,"SOD011","FMI",67.36187,26.63378,179,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD011/FMI_FMI_SOD011_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
439,"SOD011","FMI",67.36187,26.63378,179,"0.2-0.2",0.2,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD011/FMI_FMI_SOD011_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
440,"SOD011","FMI",67.36187,26.63378,179,"0.4-0.4",0.4,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD011/FMI_FMI_SOD011_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
441,"SOD011","FMI",67.36187,26.63378,179,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD011/FMI_FMI_SOD011_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
442,"SOD012","FMI",67.36179,26.63378,179,"0.05-0.05",0.05,2011,2013,NA,0,3,"/home/xosto002/Beachelor_thesis/FMI/SOD012/FMI_FMI_SOD012_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
443,"SOD012","FMI",67.36179,26.63378,179,"0.1-0.1",0.1,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/FMI/SOD012/FMI_FMI_SOD012_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
444,"SOD013","FMI",67.36195,26.63378,179,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/FMI/SOD013/FMI_FMI_SOD013_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
445,"SOD013","FMI",67.36195,26.63378,179,"0.1-0.1",0.1,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/FMI/SOD013/FMI_FMI_SOD013_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
446,"SOD021","FMI",67.36691,26.65176,179,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD021/FMI_FMI_SOD021_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
447,"SOD021","FMI",67.36691,26.65176,179,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD021/FMI_FMI_SOD021_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
448,"SOD021","FMI",67.36691,26.65176,179,"0.2-0.2",0.2,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD021/FMI_FMI_SOD021_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
449,"SOD021","FMI",67.36691,26.65176,179,"0.4-0.4",0.4,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD021/FMI_FMI_SOD021_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
450,"SOD021","FMI",67.36691,26.65176,179,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD021/FMI_FMI_SOD021_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
451,"SOD022","FMI",67.36685,26.65162,179,"0.05-0.05",0.05,2011,2013,NA,0,3,"/home/xosto002/Beachelor_thesis/FMI/SOD022/FMI_FMI_SOD022_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
452,"SOD022","FMI",67.36685,26.65162,179,"0.1-0.1",0.1,2011,2015,NA,0,5,"/home/xosto002/Beachelor_thesis/FMI/SOD022/FMI_FMI_SOD022_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
453,"SOD023","FMI",67.36691,26.65196,179,"0.05-0.05",0.05,2011,2012,NA,0,2,"/home/xosto002/Beachelor_thesis/FMI/SOD023/FMI_FMI_SOD023_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
454,"SOD023","FMI",67.36691,26.65196,179,"0.1-0.1",0.1,2011,2015,NA,0,5,"/home/xosto002/Beachelor_thesis/FMI/SOD023/FMI_FMI_SOD023_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
455,"SOD031","FMI",67.36702,26.65064,182,"0.05-0.05",0.05,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD031/FMI_FMI_SOD031_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
456,"SOD031","FMI",67.36702,26.65064,182,"0.1-0.1",0.1,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD031/FMI_FMI_SOD031_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
457,"SOD031","FMI",67.36702,26.65064,182,"0.2-0.2",0.2,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD031/FMI_FMI_SOD031_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
458,"SOD032","FMI",67.367,26.65056,182,"0.05-0.05",0.05,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD032/FMI_FMI_SOD032_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
459,"SOD032","FMI",67.367,26.65056,182,"0.1-0.1",0.1,2012,2014,NA,0,3,"/home/xosto002/Beachelor_thesis/FMI/SOD032/FMI_FMI_SOD032_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
460,"SOD032","FMI",67.367,26.65056,182,"0.2-0.2",0.2,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD032/FMI_FMI_SOD032_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
461,"SOD033","FMI",67.36696,26.65073,182,"0.05-0.05",0.05,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD033/FMI_FMI_SOD033_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
462,"SOD033","FMI",67.36696,26.65073,182,"0.1-0.1",0.1,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD033/FMI_FMI_SOD033_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
463,"SOD033","FMI",67.36696,26.65073,182,"0.2-0.2",0.2,2012,2015,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD033/FMI_FMI_SOD033_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
464,"SOD071","FMI",67.35687,26.68492,184,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD071/FMI_FMI_SOD071_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
465,"SOD071","FMI",67.35687,26.68492,184,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD071/FMI_FMI_SOD071_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
466,"SOD071","FMI",67.35687,26.68492,184,"0.2-0.2",0.2,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/FMI/SOD071/FMI_FMI_SOD071_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
467,"SOD071","FMI",67.35687,26.68492,184,"0.4-0.4",0.4,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD071/FMI_FMI_SOD071_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
468,"SOD071","FMI",67.35687,26.68492,184,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD071/FMI_FMI_SOD071_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
469,"SOD072","FMI",67.35693,26.68506,184,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/FMI/SOD072/FMI_FMI_SOD072_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
470,"SOD072","FMI",67.35693,26.68506,184,"0.1-0.1",0.1,2011,2013,NA,0,3,"/home/xosto002/Beachelor_thesis/FMI/SOD072/FMI_FMI_SOD072_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
471,"SOD073","FMI",67.35681,26.68478,184,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/FMI/SOD073/FMI_FMI_SOD073_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
472,"SOD073","FMI",67.35681,26.68478,184,"0.1-0.1",0.1,2011,2023,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD073/FMI_FMI_SOD073_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
473,"SOD081","FMI",67.38425,26.62529,174,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD081/FMI_FMI_SOD081_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
474,"SOD081","FMI",67.38425,26.62529,174,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD081/FMI_FMI_SOD081_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
475,"SOD081","FMI",67.38425,26.62529,174,"0.2-0.2",0.2,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD081/FMI_FMI_SOD081_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
476,"SOD081","FMI",67.38425,26.62529,174,"0.4-0.4",0.4,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD081/FMI_FMI_SOD081_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
477,"SOD081","FMI",67.38425,26.62529,174,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD081/FMI_FMI_SOD081_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
478,"SOD082","FMI",67.38419,26.62515,174,"0.1-0.1",0.1,2011,2014,NA,0,4,"/home/xosto002/Beachelor_thesis/FMI/SOD082/FMI_FMI_SOD082_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
479,"SOD083","FMI",67.38431,26.62515,174,"0.05-0.05",0.05,2011,2024,"2020",7.14285714285714,13,"/home/xosto002/Beachelor_thesis/FMI/SOD083/FMI_FMI_SOD083_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
480,"SOD083","FMI",67.38431,26.62515,174,"0.1-0.1",0.1,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/FMI/SOD083/FMI_FMI_SOD083_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
481,"SOD091","FMI",67.37079,26.6398,179,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD091/FMI_FMI_SOD091_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
482,"SOD091","FMI",67.37079,26.6398,179,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD091/FMI_FMI_SOD091_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
483,"SOD091","FMI",67.37079,26.6398,179,"0.2-0.2",0.2,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD091/FMI_FMI_SOD091_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
484,"SOD091","FMI",67.37079,26.6398,179,"0.4-0.4",0.4,2013,2024,"2017",8.33333333333333,11,"/home/xosto002/Beachelor_thesis/FMI/SOD091/FMI_FMI_SOD091_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
485,"SOD091","FMI",67.37079,26.6398,179,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD091/FMI_FMI_SOD091_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
486,"SOD092","FMI",67.37074,26.63978,179,"0.05-0.05",0.05,2011,2018,NA,0,8,"/home/xosto002/Beachelor_thesis/FMI/SOD092/FMI_FMI_SOD092_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
487,"SOD092","FMI",67.37074,26.63978,179,"0.1-0.1",0.1,2011,2021,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD092/FMI_FMI_SOD092_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
488,"SOD093","FMI",67.37083,26.63971,179,"0.05-0.05",0.05,2011,2022,NA,0,12,"/home/xosto002/Beachelor_thesis/FMI/SOD093/FMI_FMI_SOD093_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
489,"SOD093","FMI",67.37083,26.63971,179,"0.1-0.1",0.1,2011,2018,NA,0,8,"/home/xosto002/Beachelor_thesis/FMI/SOD093/FMI_FMI_SOD093_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
490,"SOD101","FMI",67.35919,26.68595,186,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD101/FMI_FMI_SOD101_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
491,"SOD101","FMI",67.35919,26.68595,186,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD101/FMI_FMI_SOD101_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
492,"SOD101","FMI",67.35919,26.68595,186,"0.2-0.2",0.2,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD101/FMI_FMI_SOD101_sm_0.200000_0.200000_5TE_19500101_20241016.stm"
493,"SOD101","FMI",67.35919,26.68595,186,"0.4-0.4",0.4,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD101/FMI_FMI_SOD101_sm_0.400000_0.400000_5TE_19500101_20241016.stm"
494,"SOD101","FMI",67.35919,26.68595,186,"0.8-0.8",0.8,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD101/FMI_FMI_SOD101_sm_0.800000_0.800000_5TE_19500101_20241016.stm"
495,"SOD102","FMI",67.35922,26.68595,186,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD102/FMI_FMI_SOD102_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
496,"SOD102","FMI",67.35922,26.68595,186,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD102/FMI_FMI_SOD102_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
497,"SOD103","FMI",67.35917,26.68594,186,"0.05-0.05",0.05,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD103/FMI_FMI_SOD103_sm_0.050000_0.050000_5TE_19500101_20241016.stm"
498,"SOD103","FMI",67.35917,26.68594,186,"0.1-0.1",0.1,2012,2024,NA,0,13,"/home/xosto002/Beachelor_thesis/FMI/SOD103/FMI_FMI_SOD103_sm_0.100000_0.100000_5TE_19500101_20241016.stm"
499,"SOD130","FMI",67.25729,26.74857,152,"0.05-0.05",0.05,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.050000_0.050000_CS655-A_19500101_20241016.stm"
500,"SOD130","FMI",67.25729,26.74857,152,"0.05-0.05",0.05,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.050000_0.050000_CS655-B_19500101_20241016.stm"
501,"SOD130","FMI",67.25729,26.74857,152,"0.1-0.1",0.1,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.100000_0.100000_CS655-A_19500101_20241016.stm"
502,"SOD130","FMI",67.25729,26.74857,152,"0.1-0.1",0.1,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.100000_0.100000_CS655-B_19500101_20241016.stm"
503,"SOD130","FMI",67.25729,26.74857,152,"0.2-0.2",0.2,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.200000_0.200000_CS655-A_19500101_20241016.stm"
504,"SOD130","FMI",67.25729,26.74857,152,"0.4-0.4",0.4,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.400000_0.400000_CS655-A_19500101_20241016.stm"
505,"SOD130","FMI",67.25729,26.74857,152,"0.8-0.8",0.8,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD130/FMI_FMI_SOD130_sm_0.800000_0.800000_CS655-A_19500101_20241016.stm"
506,"SOD140","FMI",67.15288,26.72914,255,"0.05-0.05",0.05,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD140/FMI_FMI_SOD140_sm_0.050000_0.050000_CS655-A_19500101_20241016.stm"
507,"SOD140","FMI",67.15288,26.72914,255,"0.05-0.05",0.05,2014,2024,NA,0,11,"/home/xosto002/Beachelor_thesis/FMI/SOD140/FMI_FMI_SOD140_sm_0.050000_0.050000_CS655-B_19500101_20241016.stm"
508,"SOD140","FMI",67.15288,26.72914,255,"0.1-0.1",0.1,2014,2024,"2022",9.09090909090909,10,"/home/xosto002/Beachelor_thesis/FMI/SOD140/FMI_FMI_SOD140_sm_0.100000_0.100000_CS655-A_19500101_20241016.stm"
